#      wavelength (Angstrom)  Normalized Flux (Dimensionless)
       4934.1307      1.01826
       4934.1636      1.00675
       4934.1965     0.996469
       4934.2294      1.01401
       4934.2624      1.03814
       4934.2953      1.00350
       4934.3282     0.956129
       4934.3611     0.938722
       4934.3940     0.979228
       4934.4270      1.09134
       4934.4599      1.10982
       4934.4928     0.972744
       4934.5257     0.953356
       4934.5586      1.05610
       4934.5916      1.05929
       4934.6245      1.02439
       4934.6574     0.998203
       4934.6903     0.975804
       4934.7232      1.04430
       4934.7562     0.971402
       4934.7891     0.929011
       4934.8220     0.935410
       4934.8549     0.979320
       4934.8878     0.995307
       4934.9208     0.971003
       4934.9537     0.966637
       4934.9866      1.00237
       4935.0195      1.04097
       4935.0525      1.03704
       4935.0854      1.00146
       4935.1183     0.994173
       4935.1512     0.978419
       4935.1842     0.977048
       4935.2171      1.03728
       4935.2500      1.06172
       4935.2829      1.02353
       4935.3159     0.999265
       4935.3488     0.995138
       4935.3817     0.977299
       4935.4146     0.936264
       4935.4476     0.984383
       4935.4805      1.06836
       4935.5134      1.07298
       4935.5463      1.04617
       4935.5793     0.970860
       4935.6122     0.957744
       4935.6451      1.00131
       4935.6780      1.02740
       4935.7110      1.05219
       4935.7439      1.07491
       4935.7768      1.06704
       4935.8097      1.06019
       4935.8427      1.07301
       4935.8756      1.08047
       4935.9085      1.05766
       4935.9415      1.02360
       4935.9744      1.00909
       4936.0073      1.00869
       4936.0403     0.975816
       4936.0732     0.957013
       4936.1061     0.982260
       4936.1390      1.03082
       4936.1720      1.02625
       4936.2049      1.01033
       4936.2378     0.978652
       4936.2708     0.934688
       4936.3037     0.949119
       4936.3366      1.00826
       4936.3696      1.02472
       4936.4025      1.00385
       4936.4354      1.00659
       4936.4684      1.01474
       4936.5013     0.999328
       4936.5342     0.986230
       4936.5672     0.975575
       4936.6001     0.955483
       4936.6330     0.950706
       4936.6660     0.969645
       4936.6989      1.05452
       4936.7318      1.03454
       4936.7648      1.03713
       4936.7977      1.03825
       4936.8306      1.04303
       4936.8636     0.964762
       4936.8965     0.954264
       4936.9294     0.998764
       4936.9624      1.02635
       4936.9953      1.01636
       4937.0282     0.994758
       4937.0612     0.990842
       4937.0941     0.956694
       4937.1271     0.940274
       4937.1600     0.969462
       4937.1929     0.999751
       4937.2259     0.989242
       4937.2588     0.993046
       4937.2917      1.04960
       4937.3247      1.07325
       4937.3576      1.01765
       4937.3906     0.972302
       4937.4235     0.987917
       4937.4564      1.03110
       4937.4894      1.03532
       4937.5223     0.977713
       4937.5553     0.954735
       4937.5882     0.978806
       4937.6211     0.975945
       4937.6541     0.995067
       4937.6870      1.04292
       4937.7200      1.05650
       4937.7529      1.03352
       4937.7858      1.00012
       4937.8188     0.973576
       4937.8517     0.970624
       4937.8847     0.998695
       4937.9176     0.990096
       4937.9505     0.987946
       4937.9835      1.00651
       4938.0164     0.992809
       4938.0494     0.954768
       4938.0823     0.958694
       4938.1153     0.979937
       4938.1482     0.970881
       4938.1811     0.977556
       4938.2141     0.980807
       4938.2470     0.985190
       4938.2800     0.964303
       4938.3129     0.967364
       4938.3459     0.977436
       4938.3788     0.995173
       4938.4118     0.927781
       4938.4447     0.968363
       4938.4777     0.993335
       4938.5106     0.948935
       4938.5435     0.922177
       4938.5765     0.936772
       4938.6094      1.00655
       4938.6424      1.01157
       4938.6753      1.01095
       4938.7083      1.01439
       4938.7412      1.02973
       4938.7742     0.993275
       4938.8071     0.938356
       4938.8401     0.948068
       4938.8730     0.969020
       4938.9060     0.955643
       4938.9389     0.973220
       4938.9719      1.02047
       4939.0048      1.04159
       4939.0378      1.01722
       4939.0707      1.00335
       4939.1037      1.03530
       4939.1366      1.04420
       4939.1696      1.00463
       4939.2025      1.01360
       4939.2355      1.01827
       4939.2684      1.03950
       4939.3014      1.03996
       4939.3343      1.01088
       4939.3673      1.04899
       4939.4002      1.05230
       4939.4332      1.01034
       4939.4661      1.03248
       4939.4991      1.05649
       4939.5320      1.03462
       4939.5650     0.999964
       4939.5979     0.996825
       4939.6309     0.968657
       4939.6638     0.935639
       4939.6968     0.985567
       4939.7298      1.04574
       4939.7627      1.05648
       4939.7957      1.02501
       4939.8286      1.01122
       4939.8616     0.977326
       4939.8945     0.973811
       4939.9275      1.00381
       4939.9604     0.973064
       4939.9934     0.968755
       4940.0264     0.945087
       4940.0593     0.954708
       4940.0923      1.01901
       4940.1252      1.03201
       4940.1582      1.03756
       4940.1911      1.01051
       4940.2241     0.992165
       4940.2571     0.997179
       4940.2900     0.998208
       4940.3230     0.994814
       4940.3559      1.00401
       4940.3889      1.01739
       4940.4218      1.02499
       4940.4548      1.03916
       4940.4878      1.02243
       4940.5207     0.948816
       4940.5537     0.905283
       4940.5866     0.907063
       4940.6196     0.991159
       4940.6526      1.02039
       4940.6855      1.03265
       4940.7185      1.04914
       4940.7514      1.02221
       4940.7844     0.964547
       4940.8174      1.01616
       4940.8503      1.01150
       4940.8833      1.02826
       4940.9163     0.987283
       4940.9492      1.06281
       4940.9822      1.01812
       4941.0151     0.952189
       4941.0481     0.944606
       4941.0811     0.937204
       4941.1140     0.951859
       4941.1470     0.981402
       4941.1800      1.00779
       4941.2129      1.02613
       4941.2459      1.02934
       4941.2789      1.02021
       4941.3118      1.01790
       4941.3448      1.04946
       4941.3777      1.05823
       4941.4107      1.04459
       4941.4437      1.03046
       4941.4766      1.04670
       4941.5096     0.957917
       4941.5426     0.953182
       4941.5755     0.998228
       4941.6085      1.00993
       4941.6415     0.985293
       4941.6744      1.01847
       4941.7074      1.01126
       4941.7404     0.978194
       4941.7733      1.02090
       4941.8063      1.06645
       4941.8393      1.06802
       4941.8723      1.03560
       4941.9052     0.995042
       4941.9382     0.954258
       4941.9712     0.949495
       4942.0041     0.981866
       4942.0371     0.961475
       4942.0701     0.919098
       4942.1030     0.974370
       4942.1360      1.02902
       4942.1690      1.03092
       4942.2020      1.04433
       4942.2349      1.02328
       4942.2679      1.00071
       4942.3009      1.01931
       4942.3338      1.06312
       4942.3668      1.06659
       4942.3998     0.987374
       4942.4328     0.903256
       4942.4657     0.959323
       4942.4987     0.984412
       4942.5317     0.968442
       4942.5646     0.947829
       4942.5976     0.974977
       4942.6306      1.02971
       4942.6636      1.09694
       4942.6965      1.11571
       4942.7295      1.06396
       4942.7625      1.01620
       4942.7955     0.997513
       4942.8284      1.01370
       4942.8614      1.02118
       4942.8944     0.978013
       4942.9274      1.00445
       4942.9603      1.02559
       4942.9933     0.995486
       4943.0263     0.971817
       4943.0593      1.01210
       4943.0922      1.03065
       4943.1252      1.01385
       4943.1582      1.01415
       4943.1912      1.04664
       4943.2242      1.03560
       4943.2571      1.03646
       4943.2901      1.01883
       4943.3231      1.02362
       4943.3561      1.02314
       4943.3890      1.02856
       4943.4220      1.00984
       4943.4550      1.01682
       4943.4880      1.02250
       4943.5210     0.992620
       4943.5539     0.948974
       4943.5869     0.936232
       4943.6199     0.956964
       4943.6529     0.977923
       4943.6859     0.993435
       4943.7188      1.01042
       4943.7518      1.00637
       4943.7848     0.976374
       4943.8178     0.971647
       4943.8508     0.963795
       4943.8837     0.941888
       4943.9167      1.00821
       4943.9497      1.05610
       4943.9827      1.00586
       4944.0157     0.979363
       4944.0487     0.986233
       4944.0816     0.953031
       4944.1146     0.976484
       4944.1476      1.03477
       4944.1806      1.04858
       4944.2136      1.05047
       4944.2466      1.04700
       4944.2795      1.02255
       4944.3125     0.989652
       4944.3455      1.01410
       4944.3785      1.03430
       4944.4115      1.02910
       4944.4445      1.03307
       4944.4775      1.00166
       4944.5104     0.980827
       4944.5434      1.02147
       4944.5764      1.04911
       4944.6094      1.03735
       4944.6424      1.05080
       4944.6754      1.04582
       4944.7084      1.01846
       4944.7414      1.02052
       4944.7743      1.01551
       4944.8073     0.913417
       4944.8403     0.984056
       4944.8733     0.987578
       4944.9063     0.993139
       4944.9393      1.05426
       4944.9723      1.05059
       4945.0053      1.02926
       4945.0383     0.993883
       4945.0712      1.00773
       4945.1042      1.01459
       4945.1372      1.00743
       4945.1702     0.986071
       4945.2032     0.981070
       4945.2362      1.01201
       4945.2692      1.01976
       4945.3022     0.985419
       4945.3352     0.975821
       4945.3682      1.01439
       4945.4012     0.971123
       4945.4341      1.04256
       4945.4671      1.04634
       4945.5001     0.975735
       4945.5331     0.976285
       4945.5661     0.961524
       4945.5991     0.965685
       4945.6321      1.03541
       4945.6651      1.02146
       4945.6981     0.969508
       4945.7311     0.960255
       4945.7641      1.03784
       4945.7971      1.04228
       4945.8301      1.02209
       4945.8631      1.03815
       4945.8961      1.02460
       4945.9291     0.992463
       4945.9621     0.980647
       4945.9951     0.993266
       4946.0280      1.02214
       4946.0610      1.03353
       4946.0940      1.03031
       4946.1270      1.04224
       4946.1600      1.00590
       4946.1930     0.938721
       4946.2260     0.950838
       4946.2590      1.01216
       4946.2920      1.02635
       4946.3250     0.999610
       4946.3580      1.00662
       4946.3910     0.963742
       4946.4240     0.995428
       4946.4570     0.996136
       4946.4900      1.00722
       4946.5230     0.997354
       4946.5560     0.984029
       4946.5890     0.981836
       4946.6220     0.989942
       4946.6550      1.01938
       4946.6880      1.02836
       4946.7210     0.991311
       4946.7540      1.00030
       4946.7870      1.03484
       4946.8200      1.01426
       4946.8530     0.994617
       4946.8860      1.02053
       4946.9190      1.03322
       4946.9520      1.02580
       4946.9850      1.01394
       4947.0180     0.993033
       4947.0510     0.973354
       4947.0840      1.02028
       4947.1170     0.995768
       4947.1500      1.06243
       4947.1831      1.03177
       4947.2161     0.972314
       4947.2491     0.982446
       4947.2821      1.03477
       4947.3151      1.01589
       4947.3481      1.00845
       4947.3811      1.02623
       4947.4141      1.01307
       4947.4471      1.00802
       4947.4801     0.988502
       4947.5131     0.973465
       4947.5461     0.954724
       4947.5791     0.960860
       4947.6121     0.963075
       4947.6451     0.961566
       4947.6781     0.991371
       4947.7111      1.00897
       4947.7442      1.01271
       4947.7772      1.03986
       4947.8102      1.03796
       4947.8432      1.04737
       4947.8762      1.03269
       4947.9092     0.978735
       4947.9422      1.02462
       4947.9752      1.00606
       4948.0082     0.961883
       4948.0412      1.02411
       4948.0742     0.977904
       4948.1073     0.996492
       4948.1403     0.985986
       4948.1733      1.04508
       4948.2063      1.04110
       4948.2393     0.960642
       4948.2723     0.939848
       4948.3053      1.00574
       4948.3383     0.990004
       4948.3713     0.959515
       4948.4044     0.978107
       4948.4374      1.00420
       4948.4704     0.998707
       4948.5034     0.967568
       4948.5364     0.963918
       4948.5694     0.983411
       4948.6024     0.968529
       4948.6354     0.962175
       4948.6685     0.968305
       4948.7015     0.979225
       4948.7345      1.00176
       4948.7675     0.996337
       4948.8005     0.950442
       4948.8335     0.963807
       4948.8665     0.984044
       4948.8996     0.994927
       4948.9326      1.02579
       4948.9656      1.06462
       4948.9986      1.03629
       4949.0316     0.987220
       4949.0646     0.940656
       4949.0977     0.956857
       4949.1307      1.00310
       4949.1637      1.00627
       4949.1967      1.02257
       4949.2297      1.03133
       4949.2627     0.983372
       4949.2958     0.944202
       4949.3288     0.981584
       4949.3618      1.03114
       4949.3948      1.01893
       4949.4278     0.999636
       4949.4609     0.982891
       4949.4939     0.946948
       4949.5269     0.969985
       4949.5599     0.981139
       4949.5929     0.942451
       4949.6260     0.967096
       4949.6590      1.00312
       4949.6920      1.00601
       4949.7250      1.04456
       4949.7580      1.03269
       4949.7911     0.972149
       4949.8241     0.961148
       4949.8571     0.983136
       4949.8901      1.00470
       4949.9231     0.988435
       4949.9562     0.949305
       4949.9892     0.938563
       4950.0222     0.947988
       4950.0552     0.943296
       4950.0883     0.939864
       4950.1213     0.969346
       4950.1543      1.00002
       4950.1873     0.987166
       4950.2204     0.955536
       4950.2534     0.934510
       4950.2864     0.924651
       4950.3194     0.953334
       4950.3525      1.01933
       4950.3855      1.05143
       4950.4185      1.02161
       4950.4515     0.976488
       4950.4846     0.970296
       4950.5176     0.993075
       4950.5506      1.01894
       4950.5836      1.00585
       4950.6167     0.996241
       4950.6497     0.995329
       4950.6827     0.982132
       4950.7157     0.977783
       4950.7488     0.998897
       4950.7818     0.986265
       4950.8148     0.964253
       4950.8479     0.987412
       4950.8809      1.00700
       4950.9139      1.01884
       4950.9469      1.02424
       4950.9800      1.00377
       4951.0130      1.00146
       4951.0460      1.01193
       4951.0791     0.970384
       4951.1121     0.930982
       4951.1451     0.961649
       4951.1782     0.984755
       4951.2112      1.01946
       4951.2442      1.00411
       4951.2772      1.01231
       4951.3103     0.978640
       4951.3433     0.935486
       4951.3763      1.01054
       4951.4094      1.01795
       4951.4424      1.03668
       4951.4754      1.05594
       4951.5085     0.972943
       4951.5415     0.963724
       4951.5745     0.986138
       4951.6076     0.973614
       4951.6406     0.984883
       4951.6736     0.989637
       4951.7067     0.997621
       4951.7397     0.996139
       4951.7727     0.991912
       4951.8058     0.986155
       4951.8388     0.972378
       4951.8718     0.992631
       4951.9049      1.00132
       4951.9379     0.977933
       4951.9710     0.986673
       4952.0040     0.979679
       4952.0370      1.02327
       4952.0701      1.04437
       4952.1031      1.01558
       4952.1361      1.02091
       4952.1692      1.04959
       4952.2022      1.04256
       4952.2353      1.06343
       4952.2683      1.01627
       4952.3013     0.976561
       4952.3344      1.00876
       4952.3674     0.957046
       4952.4004     0.997008
       4952.4335      1.04634
       4952.4665      1.02097
       4952.4996      1.00306
       4952.5326     0.989986
       4952.5656     0.973028
       4952.5987     0.952808
       4952.6317     0.964753
       4952.6648      1.01756
       4952.6978      1.03287
       4952.7308      1.01922
       4952.7639      1.01523
       4952.7969     0.991004
       4952.8300     0.993857
       4952.8630     0.944815
       4952.8961     0.946419
       4952.9291      1.00452
       4952.9621      1.00595
       4952.9952      1.01383
       4953.0282      1.04256
       4953.0613      1.03052
       4953.0943      1.01198
       4953.1274      1.00584
       4953.1604      1.00780
       4953.1934     0.997669
       4953.2265     0.969107
       4953.2595     0.980773
       4953.2926     0.976365
       4953.3256     0.998761
       4953.3587      1.02367
       4953.3917     0.999318
       4953.4248     0.943399
       4953.4578     0.911624
       4953.4908     0.920975
       4953.5239     0.952222
       4953.5569     0.989323
       4953.5900      1.00937
       4953.6230      1.01187
       4953.6561      1.01173
       4953.6891      1.02107
       4953.7222      1.03153
       4953.7552      1.02205
       4953.7883      1.00731
       4953.8213      1.00234
       4953.8544      1.02784
       4953.8874      1.01069
       4953.9205      1.05219
       4953.9535      1.03180
       4953.9866     0.998505
       4954.0196     0.983709
       4954.0527      1.00719
       4954.0857     0.983837
       4954.1188     0.951054
       4954.1518     0.990610
       4954.1849      1.01353
       4954.2179     0.993007
       4954.2510     0.995379
       4954.2840     0.996833
       4954.3171     0.984354
       4954.3501     0.998520
       4954.3832      1.01493
       4954.4162      1.00691
       4954.4493     0.995409
       4954.4823     0.999085
       4954.5154     0.997491
       4954.5484     0.988314
       4954.5815     0.975807
       4954.6145      1.00648
       4954.6476      1.03450
       4954.6806     0.976452
       4954.7137     0.983283
       4954.7468      1.03051
       4954.7798      1.00890
       4954.8129     0.982978
       4954.8459     0.956336
       4954.8790     0.949176
       4954.9120     0.967447
       4954.9451     0.977724
       4954.9781     0.990761
       4955.0112      1.00177
       4955.0443      1.00352
       4955.0773      1.00623
       4955.1104     0.998241
       4955.1434     0.976711
       4955.1765     0.967333
       4955.2095     0.989548
       4955.2426      1.03339
       4955.2757      1.05945
       4955.3087      1.03284
       4955.3418     0.966978
       4955.3748     0.960139
       4955.4079     0.999335
       4955.4410      1.00958
       4955.4740     0.990514
       4955.5071     0.988705
       4955.5401      1.00505
       4955.5732      1.02371
       4955.6062     0.978369
       4955.6393     0.933277
       4955.6724     0.949285
       4955.7054     0.988474
       4955.7385      1.02949
       4955.7716      1.00642
       4955.8046     0.989456
       4955.8377      1.00622
       4955.8707      1.03053
       4955.9038      1.02072
       4955.9369     0.993651
       4955.9699     0.986874
       4956.0030     0.978868
       4956.0361     0.977675
       4956.0691     0.999378
       4956.1022     0.995575
       4956.1352     0.982088
       4956.1683     0.985638
       4956.2014     0.990008
       4956.2344     0.987855
       4956.2675     0.986186
       4956.3006     0.927776
       4956.3336     0.974030
       4956.3667     0.953163
       4956.3998      1.00149
       4956.4328      1.02363
       4956.4659     0.982782
       4956.4990     0.977985
       4956.5320      1.02538
       4956.5651      1.07228
       4956.5982      1.04337
       4956.6312     0.984489
       4956.6643     0.981831
       4956.6974      1.00743
       4956.7304     0.976747
       4956.7635     0.965872
       4956.7966      1.02017
       4956.8296      1.05621
       4956.8627      1.06085
       4956.8958      1.06343
       4956.9288      1.03738
       4956.9619      1.01010
       4956.9950      1.02777
       4957.0280      1.05055
       4957.0611      1.03361
       4957.0942     0.993194
       4957.1273      1.01617
       4957.1603      1.01575
       4957.1934      1.02149
       4957.2265     0.981466
       4957.2595     0.982110
       4957.2926     0.919889
       4957.3257     0.963190
       4957.3588      1.03430
       4957.3918      1.03244
       4957.4249      1.03169
       4957.4580      1.01061
       4957.4910      1.01938
       4957.5241      1.01643
       4957.5572     0.991483
       4957.5903     0.956272
       4957.6233     0.954784
       4957.6564     0.966084
       4957.6895     0.970060
       4957.7226      1.00766
       4957.7556      1.03375
       4957.7887      1.00355
       4957.8218     0.997817
       4957.8549     0.983752
       4957.8879     0.937256
       4957.9210      1.01379
       4957.9541      1.03085
       4957.9872     0.992800
       4958.0202      1.00721
       4958.0533     0.969277
       4958.0864      1.00600
       4958.1195      1.06511
       4958.1525     0.998099
       4958.1856      1.02600
       4958.2187      1.00907
       4958.2518      1.03334
       4958.2849      1.00175
       4958.3179      1.03422
       4958.3510      1.05470
       4958.3841      1.02117
       4958.4172      1.00113
       4958.4502     0.997967
       4958.4833      1.00738
       4958.5164      1.02746
       4958.5495      1.00834
       4958.5826     0.992980
       4958.6156      1.03375
       4958.6487      1.04674
       4958.6818      1.01022
       4958.7149      1.00651
       4958.7480      1.03122
       4958.7811      1.05106
       4958.8141      1.03484
       4958.8472      1.00290
       4958.8803     0.993446
       4958.9134      1.01256
       4958.9465      1.02828
       4958.9795     0.973025
       4959.0126     0.944077
       4959.0457      1.01205
       4959.0788      1.01484
       4959.1119     0.980320
       4959.1450      1.00234
       4959.1780     0.996290
       4959.2111      1.00034
       4959.2442      1.01111
       4959.2773      1.00155
       4959.3104      1.04594
       4959.3435      1.11454
       4959.3766      1.09640
       4959.4096      1.05413
       4959.4427      1.03890
       4959.4758      1.00483
       4959.5089     0.966398
       4959.5420     0.960342
       4959.5751      1.00331
       4959.6082      1.06220
       4959.6412      1.05151
       4959.6743      1.01611
       4959.7074     0.996349
       4959.7405      1.00629
       4959.7736      1.00941
       4959.8067      1.02123
       4959.8398      1.04007
       4959.8729      1.03009
       4959.9059     0.989521
       4959.9390     0.939160
       4959.9721     0.998286
       4960.0052      1.04697
       4960.0383      1.02049
       4960.0714     0.993319
       4960.1045      1.04803
       4960.1376      1.05395
       4960.1707      1.02014
       4960.2038      1.00362
       4960.2368      1.00282
       4960.2699     0.983939
       4960.3030     0.979309
       4960.3361      1.00220
       4960.3692      1.00858
       4960.4023      1.00065
       4960.4354      1.00156
       4960.4685      1.01642
       4960.5016      1.02887
       4960.5347      1.01447
       4960.5678     0.986274
       4960.6009     0.994647
       4960.6340      1.04051
       4960.6670      1.02673
       4960.7001     0.982707
       4960.7332     0.993428
       4960.7663      1.06121
       4960.7994      1.09379
       4960.8325      1.06704
       4960.8656      1.00532
       4960.8987      1.00151
       4960.9318     0.970381
       4960.9649     0.970733
       4960.9980     0.985690
       4961.0311      1.00191
       4961.0642      1.02705
       4961.0973      1.01741
       4961.1304     0.974932
       4961.1635     0.950609
       4961.1966     0.961915
       4961.2297     0.980334
       4961.2628     0.988000
       4961.2959      1.00935
       4961.3290      1.03137
       4961.3621     0.996692
       4961.3952     0.962330
       4961.4283     0.963619
       4961.4614     0.971474
       4961.4945      1.01412
       4961.5276     0.988713
       4961.5607      1.00924
       4961.5938      1.06433
       4961.6269      1.08570
       4961.6600      1.07488
       4961.6931      1.05493
       4961.7262      1.04423
       4961.7593      1.00568
       4961.7924     0.979204
       4961.8255      1.00632
       4961.8586     0.957003
       4961.8917     0.952506
       4961.9248      1.00681
       4961.9579      1.01612
       4961.9910      1.01298
       4962.0241      1.01771
       4962.0572      1.02311
       4962.0903      1.03010
       4962.1234      1.01248
       4962.1565     0.993405
       4962.1896      1.01441
       4962.2227      1.01397
       4962.2558     0.957301
       4962.2889     0.953115
       4962.3220     0.962110
       4962.3551      1.00450
       4962.3882      1.00424
       4962.4213      1.00354
       4962.4544      1.03128
       4962.4876      1.00817
       4962.5207      1.01003
       4962.5538      1.01355
       4962.5869     0.981150
       4962.6200     0.988493
       4962.6531     0.996119
       4962.6862      1.01239
       4962.7193      1.07839
       4962.7524      1.11822
       4962.7855      1.12974
       4962.8186      1.07594
       4962.8517      1.03474
       4962.8848      1.01400
       4962.9180     0.999179
       4962.9511     0.987267
       4962.9842     0.992749
       4963.0173      1.00867
       4963.0504     0.982922
       4963.0835     0.962733
       4963.1166     0.992443
       4963.1497      1.01656
       4963.1828     0.983187
       4963.2159     0.997625
       4963.2491      1.00462
       4963.2822     0.976577
       4963.3153     0.957076
       4963.3484      1.03942
       4963.3815      1.08300
       4963.4146      1.01162
       4963.4477     0.962783
       4963.4808     0.934935
       4963.5140      1.02126
       4963.5471      1.03133
       4963.5802      1.04832
       4963.6133      1.05785
       4963.6464      1.03661
       4963.6795      1.00100
       4963.7126     0.985034
       4963.7457     0.991837
       4963.7789      1.00430
       4963.8120      1.01549
       4963.8451      1.02213
       4963.8782     0.999034
       4963.9113     0.970121
       4963.9444      1.00614
       4963.9776      1.03748
       4964.0107     0.977538
       4964.0438     0.970925
       4964.0769     0.984135
       4964.1100     0.955940
       4964.1431     0.981215
       4964.1763     0.964148
       4964.2094     0.965290
       4964.2425     0.964274
       4964.2756      1.02731
       4964.3087      1.06601
       4964.3418      1.05930
       4964.3750      1.03245
       4964.4081      1.01393
       4964.4412      1.01602
       4964.4743      1.01223
       4964.5074      1.01176
       4964.5406     0.985948
       4964.5737     0.950842
       4964.6068      1.01633
       4964.6399      1.01271
       4964.6730     0.953326
       4964.7062     0.941589
       4964.7393     0.965641
       4964.7724     0.994596
       4964.8055      1.00611
       4964.8386      1.00526
       4964.8718     0.998698
       4964.9049      1.00128
       4964.9380     0.990181
       4964.9711     0.959572
       4965.0043     0.987727
       4965.0374      1.03231
       4965.0705      1.03827
       4965.1036      1.02176
       4965.1368      1.03437
       4965.1699      1.01630
       4965.2030      1.00160
       4965.2361      1.00026
       4965.2693      1.01772
       4965.3024      1.01661
       4965.3355      1.03668
       4965.3686      1.04396
       4965.4018      1.05074
       4965.4349      1.06043
       4965.4680     0.986359
       4965.5011     0.924664
       4965.5343     0.947389
       4965.5674     0.971010
       4965.6005     0.973084
       4965.6336     0.981003
       4965.6668     0.996592
       4965.6999      1.00567
       4965.7330     0.993737
       4965.7661     0.981719
       4965.7993     0.952881
       4965.8324     0.936636
       4965.8655     0.943314
       4965.8987     0.939714
       4965.9318     0.946251
       4965.9649     0.952488
       4965.9980     0.946781
       4966.0312     0.922108
       4966.0643     0.988616
       4966.0974     0.973136
       4966.1306     0.961336
       4966.1637     0.992267
       4966.1968     0.994934
       4966.2300     0.991596
       4966.2631     0.989566
       4966.2962      1.02412
       4966.3294      1.02515
       4966.3625      1.01130
       4966.3956     0.967740
       4966.4288     0.983093
       4966.4619      1.00631
       4966.4950     0.971881
       4966.5281     0.954477
       4966.5613     0.954652
       4966.5944     0.956230
       4966.6275     0.996772
       4966.6607      1.01650
       4966.6938      1.01929
       4966.7270      1.01966
       4966.7601      1.01777
       4966.7932     0.958484
       4966.8264     0.926214
       4966.8595     0.945623
       4966.8926      1.06818
       4966.9258      1.08455
       4966.9589      1.03679
       4966.9920      1.04993
       4967.0252      1.06345
       4967.0583      1.02080
       4967.0914     0.967018
       4967.1246     0.979433
       4967.1577     0.994800
       4967.1909     0.974843
       4967.2240     0.946521
       4967.2571     0.964562
       4967.2903      1.01914
       4967.3234      1.02656
       4967.3565     0.988898
       4967.3897     0.997676
       4967.4228      1.03488
       4967.4560      1.00330
       4967.4891     0.930655
       4967.5222     0.920995
       4967.5554     0.989736
       4967.5885      1.05157
       4967.6217      1.00027
       4967.6548     0.927566
       4967.6879     0.957244
       4967.7211     0.995239
       4967.7542     0.974992
       4967.7874     0.999396
       4967.8205      1.02795
       4967.8537      1.05091
       4967.8868     0.990674
       4967.9199      1.00894
       4967.9531     0.989899
       4967.9862     0.980095
       4968.0194     0.985193
       4968.0525     0.962809
       4968.0856      1.02390
       4968.1188      1.06292
       4968.1519      1.06836
       4968.1851      1.03456
       4968.2182      1.04318
       4968.2514      1.02732
       4968.2845      1.02509
       4968.3177      1.04621
       4968.3508      1.03899
       4968.3839      1.01618
       4968.4171      1.00793
       4968.4502      1.03071
       4968.4834      1.02484
       4968.5165     0.997828
       4968.5497      1.05304
       4968.5828      1.02533
       4968.6160     0.999950
       4968.6491     0.992721
       4968.6823      1.01702
       4968.7154      1.06334
       4968.7486      1.03680
       4968.7817     0.997485
       4968.8149     0.983092
       4968.8480     0.997695
       4968.8812      1.00587
       4968.9143     0.953468
       4968.9475      1.02630
       4968.9806      1.08464
       4969.0138      1.07888
       4969.0469      1.03009
       4969.0801     0.991958
       4969.1132     0.999778
       4969.1464     0.988928
       4969.1795     0.986804
       4969.2127     0.979143
       4969.2458     0.958030
       4969.2790     0.978024
       4969.3121      1.04667
       4969.3453      1.08974
       4969.3784      1.06355
       4969.4116      1.04323
       4969.4447      1.02932
       4969.4779      1.04006
       4969.5110      1.06663
       4969.5442      1.01692
       4969.5773     0.964972
       4969.6105      1.02782
       4969.6436      1.08777
       4969.6768      1.02392
       4969.7099      1.04357
       4969.7431      1.11532
       4969.7763      1.02522
       4969.8094     0.925127
       4969.8426     0.952962
       4969.8757     0.982848
       4969.9089      1.02666
       4969.9420     0.981959
       4969.9752     0.971477
       4970.0083      1.02100
       4970.0415      1.01300
       4970.0747     0.993635
       4970.1078     0.944715
       4970.1410     0.933315
       4970.1741      1.00856
       4970.2073      1.03203
       4970.2404      1.00995
       4970.2736      1.03169
       4970.3068      1.02428
       4970.3399      1.01511
       4970.3731     0.995964
       4970.4062     0.976374
       4970.4394      1.00241
       4970.4726     0.987270
       4970.5057     0.982034
       4970.5389      1.02156
       4970.5720      1.01729
       4970.6052     0.931028
       4970.6384     0.919699
       4970.6715     0.917177
       4970.7047     0.936557
       4970.7378     0.952578
       4970.7710     0.997871
       4970.8042      1.03663
       4970.8373     0.972226
       4970.8705     0.939778
       4970.9036     0.910764
       4970.9368     0.919366
       4970.9700     0.967423
       4971.0031      1.01631
       4971.0363      1.03183
       4971.0695      1.01562
       4971.1026     0.990906
       4971.1358     0.971055
       4971.1690     0.959748
       4971.2021     0.971154
       4971.2353     0.986760
       4971.2684     0.973911
       4971.3016     0.985036
       4971.3348     0.928714
       4971.3679     0.930840
       4971.4011     0.981143
       4971.4343     0.969201
       4971.4674      1.02661
       4971.5006      1.05458
       4971.5338     0.998742
       4971.5669     0.951958
       4971.6001     0.974437
       4971.6333     0.996754
       4971.6664     0.965951
       4971.6996      1.00202
       4971.7328      1.00426
       4971.7659     0.988642
       4971.7991     0.997082
       4971.8323      1.01004
       4971.8654      1.00948
       4971.8986      1.03289
       4971.9318      1.03767
       4971.9650      1.00126
       4971.9981     0.982707
       4972.0313      1.00887
       4972.0645      1.02128
       4972.0976     0.979401
       4972.1308     0.946903
       4972.1640     0.980757
       4972.1971      1.02495
       4972.2303      1.02901
       4972.2635     0.993147
       4972.2967     0.980269
       4972.3298      1.02199
       4972.3630      1.00567
       4972.3962     0.967106
       4972.4293     0.990259
       4972.4625     0.976453
       4972.4957     0.986733
       4972.5289     0.992996
       4972.5620     0.986291
