#      wavelength (Angstrom)  Normalized Flux (Dimensionless)
       5607.0138      1.01297
       5607.0512      1.00441
       5607.0886      1.03871
       5607.1260     0.997660
       5607.1634     0.985422
       5607.2009      1.00242
       5607.2383     0.982008
       5607.2757      1.04452
       5607.3131      1.01785
       5607.3505     0.990187
       5607.3879     0.952245
       5607.4253     0.953961
       5607.4627     0.966111
       5607.5001     0.997920
       5607.5375      1.03708
       5607.5749      1.01196
       5607.6123     0.998184
       5607.6498      1.00450
       5607.6872      1.01580
       5607.7246      1.03604
       5607.7620      1.02781
       5607.7994      1.00516
       5607.8368     0.996248
       5607.8742     0.990038
       5607.9116     0.982726
       5607.9490     0.996583
       5607.9865     0.991548
       5608.0239     0.949685
       5608.0613     0.969549
       5608.0987     0.992700
       5608.1361     0.980341
       5608.1735     0.980341
       5608.2109     0.980341
       5608.2484     0.980341
       5608.2858     0.980341
       5608.3232     0.980341
       5608.3606     0.980341
       5608.3980     0.980341
       5608.4354     0.980341
       5608.4728     0.980341
       5608.5103     0.980341
       5608.5477     0.980341
       5608.5851     0.980341
       5608.6225     0.980341
       5608.6599     0.980341
       5608.6973     0.980341
       5608.7348     0.980341
       5608.7722     0.980341
       5608.8096     0.980341
       5608.8470     0.980341
       5608.8844     0.980341
       5608.9218     0.980341
       5608.9593     0.980341
       5608.9967     0.980341
       5609.0341     0.980341
       5609.0715     0.980341
       5609.1089     0.980341
       5609.1464     0.980341
       5609.1838     0.980341
       5609.2212     0.980341
       5609.2586     0.980341
       5609.2960     0.980341
       5609.3335     0.980341
       5609.3709     0.980341
       5609.4083     0.980341
       5609.4457     0.980341
       5609.4832     0.980341
       5609.5206     0.980341
       5609.5580     0.980341
       5609.5954     0.980341
       5609.6329     0.980341
       5609.6703     0.980341
       5609.7077     0.980341
       5609.7451     0.980341
       5609.7825     0.980341
       5609.8200     0.980341
       5609.8574     0.980341
       5609.8948     0.980341
       5609.9322     0.980341
       5609.9697     0.980341
       5610.0071     0.980341
       5610.0445     0.980341
       5610.0819     0.980341
       5610.1194     0.980341
       5610.1568     0.980341
       5610.1942     0.980341
       5610.2317     0.980341
       5610.2691     0.980341
       5610.3065     0.980341
       5610.3439     0.980341
       5610.3814     0.980341
       5610.4188     0.980341
       5610.4562     0.980341
       5610.4937     0.980341
       5610.5311     0.980341
       5610.5685     0.980341
       5610.6059     0.980341
       5610.6434     0.980341
       5610.6808     0.980341
       5610.7182     0.980341
       5610.7557     0.980341
       5610.7931     0.980341
       5610.8305     0.980341
       5610.8680     0.980341
       5610.9054     0.980341
       5610.9428     0.980341
       5610.9803     0.980341
       5611.0177     0.980341
       5611.0551     0.980341
       5611.0926     0.980341
       5611.1300     0.980341
       5611.1674     0.980341
       5611.2049     0.980341
       5611.2423     0.980341
       5611.2797     0.980341
       5611.3172     0.980341
       5611.3546     0.980341
       5611.3920     0.980341
       5611.4295     0.980341
       5611.4669     0.980341
       5611.5043     0.980341
       5611.5418     0.980341
       5611.5792     0.980341
       5611.6166     0.980341
       5611.6541     0.980341
       5611.6915     0.980341
       5611.7290     0.980341
       5611.7664     0.980341
       5611.8038     0.980341
       5611.8413     0.980341
       5611.8787     0.980341
       5611.9161     0.980341
       5611.9536     0.980341
       5611.9910     0.980341
       5612.0285     0.980341
       5612.0659     0.980341
       5612.1033     0.980341
       5612.1408     0.980341
       5612.1782     0.980341
       5612.2157     0.980341
       5612.2531     0.980341
       5612.2905     0.980341
       5612.3280     0.980341
       5612.3654     0.980341
       5612.4029     0.980341
       5612.4403     0.980341
       5612.4778     0.980341
       5612.5152     0.980341
       5612.5526     0.980341
       5612.5901     0.980341
       5612.6275     0.980341
       5612.6650     0.980341
       5612.7024     0.980341
       5612.7399     0.980341
       5612.7773     0.980341
       5612.8147     0.980341
       5612.8522     0.980341
       5612.8896     0.980341
       5612.9271     0.980341
       5612.9645     0.980341
       5613.0020     0.980341
       5613.0394     0.980341
       5613.0769     0.980341
       5613.1143     0.980341
       5613.1518     0.980341
       5613.1892     0.980341
       5613.2267     0.980341
       5613.2641     0.980341
       5613.3015     0.980341
       5613.3390     0.980341
       5613.3764     0.980341
       5613.4139     0.980341
       5613.4513     0.980341
       5613.4888     0.980341
       5613.5262     0.980341
       5613.5637     0.980341
       5613.6011     0.980341
       5613.6386     0.980341
       5613.6760     0.980341
       5613.7135     0.980341
       5613.7509     0.980341
       5613.7884     0.980341
       5613.8258     0.980341
       5613.8633     0.980341
       5613.9007     0.980341
       5613.9382     0.980341
       5613.9756     0.980341
       5614.0131     0.980341
       5614.0506     0.980341
       5614.0880     0.980341
       5614.1255     0.980341
       5614.1629     0.980341
       5614.2004     0.980341
       5614.2378     0.980341
       5614.2753     0.980341
       5614.3127     0.980341
       5614.3502     0.980341
       5614.3876     0.980341
       5614.4251     0.980341
       5614.4626     0.980341
       5614.5000     0.980341
       5614.5375     0.980341
       5614.5749     0.980341
       5614.6124     0.980341
       5614.6498     0.980341
       5614.6873     0.980341
       5614.7247     0.980341
       5614.7622     0.980341
       5614.7997     0.980341
       5614.8371     0.980341
       5614.8746     0.980341
       5614.9120     0.980341
       5614.9495     0.980341
       5614.9870     0.980341
       5615.0244     0.980341
       5615.0619     0.980341
       5615.0993     0.980341
       5615.1368     0.980341
       5615.1743     0.980341
       5615.2117     0.980341
       5615.2492     0.980341
       5615.2866     0.980341
       5615.3241     0.980341
       5615.3616     0.980341
       5615.3990     0.980341
       5615.4365     0.980341
       5615.4739     0.980341
       5615.5114     0.980341
       5615.5489     0.980341
       5615.5863     0.980341
       5615.6238     0.980341
       5615.6613     0.980341
       5615.6987     0.980341
       5615.7362     0.980341
       5615.7737     0.980341
       5615.8111     0.980341
       5615.8486     0.980341
       5615.8860     0.980341
       5615.9235     0.980341
       5615.9610     0.980341
       5615.9984     0.980341
       5616.0359     0.980341
       5616.0734     0.980341
       5616.1108     0.980341
       5616.1483     0.980341
       5616.1858     0.980341
       5616.2232     0.980341
       5616.2607     0.980341
       5616.2982     0.980341
       5616.3356     0.980341
       5616.3731     0.980341
       5616.4106     0.980341
       5616.4481     0.980341
       5616.4855     0.980341
       5616.5230     0.980341
       5616.5605     0.975367
       5616.5979     0.896607
       5616.6354     0.905963
       5616.6729     0.935315
       5616.7103      1.00658
       5616.7478      1.00704
       5616.7853     0.971529
       5616.8228     0.977567
       5616.8602      1.01003
       5616.8977      1.01877
       5616.9352     0.995255
       5616.9726     0.974100
       5617.0101     0.988996
       5617.0476      1.01668
       5617.0851      1.01023
       5617.1225      1.00806
       5617.1600      1.03043
       5617.1975      1.01606
       5617.2350     0.987451
       5617.2724     0.998944
       5617.3099      1.01169
       5617.3474      1.01597
       5617.3849     0.995166
       5617.4223      1.01357
       5617.4598      1.04614
       5617.4973      1.02979
       5617.5348      1.01033
       5617.5722      1.02626
       5617.6097      1.02598
       5617.6472      1.02794
       5617.6847      1.04417
       5617.7221      1.01550
       5617.7596     0.970040
       5617.7971     0.965620
       5617.8346     0.989064
       5617.8721      1.06955
       5617.9095      1.07293
       5617.9470      1.05637
       5617.9845      1.00406
       5618.0220      1.00177
       5618.0594      1.00262
       5618.0969      1.00133
       5618.1344      1.02428
       5618.1719      1.03414
       5618.2094      1.00264
       5618.2468     0.982709
       5618.2843      1.01292
       5618.3218      1.00147
       5618.3593     0.969320
       5618.3968     0.971431
       5618.4343     0.979281
       5618.4717     0.968807
       5618.5092     0.970331
       5618.5467     0.971407
       5618.5842     0.948938
       5618.6217     0.958287
       5618.6592     0.993664
       5618.6966     0.998439
       5618.7341     0.992895
       5618.7716     0.999303
       5618.8091      1.00002
       5618.8466     0.978842
       5618.8841     0.940251
       5618.9215     0.896972
       5618.9590     0.882205
       5618.9965     0.947320
       5619.0340      1.00386
       5619.0715      1.01989
       5619.1090     0.986043
       5619.1465     0.965449
       5619.1839     0.967825
       5619.2214     0.993733
       5619.2589      1.01394
       5619.2964     0.987688
       5619.3339     0.954811
       5619.3714     0.957271
       5619.4089     0.950109
       5619.4464     0.949811
       5619.4839     0.983151
       5619.5213      1.00016
       5619.5588     0.989005
       5619.5963      1.00775
       5619.6338      1.04173
       5619.6713      1.02912
       5619.7088     0.996454
       5619.7463      1.01999
       5619.7838      1.00778
       5619.8213     0.976786
       5619.8588      1.01772
       5619.8963      1.00862
       5619.9337     0.977711
       5619.9712     0.976186
       5620.0087     0.972979
       5620.0462     0.959481
       5620.0837     0.961508
       5620.1212     0.976890
       5620.1587     0.991514
       5620.1962      1.00126
       5620.2337     0.998610
       5620.2712     0.985014
       5620.3087     0.982343
       5620.3462      1.00142
       5620.3837     0.999550
       5620.4212     0.968084
       5620.4587      1.03667
       5620.4962      1.02125
       5620.5336      1.05754
       5620.5711      1.09170
       5620.6086      1.05566
       5620.6461      1.01209
       5620.6836      1.01275
       5620.7211      1.00924
       5620.7586     0.978647
       5620.7961     0.965773
       5620.8336     0.983902
       5620.8711     0.986283
       5620.9086     0.959630
       5620.9461     0.955533
       5620.9836     0.992106
       5621.0211      1.01448
       5621.0586      1.00700
       5621.0961      1.03279
       5621.1336      1.02520
       5621.1711      1.01733
       5621.2086     0.968807
       5621.2461     0.954618
       5621.2836     0.993697
       5621.3211      1.03588
       5621.3586      1.06792
       5621.3961      1.05786
       5621.4336     0.993832
       5621.4711     0.979914
       5621.5086      1.01068
       5621.5461      1.01083
       5621.5836      1.00922
       5621.6211      1.02673
       5621.6586      1.02161
       5621.6962      1.01766
       5621.7337      1.02588
       5621.7712     0.983507
       5621.8087     0.981654
       5621.8462     0.971546
       5621.8837     0.964018
       5621.9212      1.02196
       5621.9587      1.04903
       5621.9962      1.03806
       5622.0337      1.01600
       5622.0712      1.04323
       5622.1087      1.02154
       5622.1462      1.00234
       5622.1837     0.983877
       5622.2212     0.988252
       5622.2587      1.01441
       5622.2962      1.00266
       5622.3338     0.982762
       5622.3713     0.969838
       5622.4088     0.956348
       5622.4463     0.942802
       5622.4838     0.941915
       5622.5213     0.956162
       5622.5588     0.944706
       5622.5963     0.960872
       5622.6338     0.977775
       5622.6713      1.00883
       5622.7088      1.00795
       5622.7464     0.947073
       5622.7839      1.00298
       5622.8214     0.993761
       5622.8589     0.975375
       5622.8964     0.981758
       5622.9339     0.982020
       5622.9714      1.01237
       5623.0089      1.04859
       5623.0465      1.05062
       5623.0840      1.06159
       5623.1215      1.06332
       5623.1590      1.07946
       5623.1965      1.06777
       5623.2340      1.02771
       5623.2715      1.02203
       5623.3091      1.02578
       5623.3466      1.03756
       5623.3841     0.972053
       5623.4216     0.975180
       5623.4591     0.976230
       5623.4966     0.977741
       5623.5341     0.988303
       5623.5717     0.954400
       5623.6092     0.970555
       5623.6467     0.983134
       5623.6842     0.976141
       5623.7217      1.01629
       5623.7592      1.03760
       5623.7968      1.02069
       5623.8343      1.01538
       5623.8718     0.979749
       5623.9093     0.951743
       5623.9468     0.950521
       5623.9844     0.955546
       5624.0219     0.961971
       5624.0594     0.974890
       5624.0969     0.980256
       5624.1344     0.974851
       5624.1720      1.02538
       5624.2095      1.03651
       5624.2470      1.00055
       5624.2845     0.981247
       5624.3220     0.995235
       5624.3596     0.993022
       5624.3971     0.981347
       5624.4346     0.993995
       5624.4721      1.01327
       5624.5096      1.02192
       5624.5472      1.02728
       5624.5847      1.04365
       5624.6222      1.04151
       5624.6597     0.980740
       5624.6973     0.988203
       5624.7348      1.02414
       5624.7723      1.02471
       5624.8098      1.00007
       5624.8474     0.958989
       5624.8849     0.946514
       5624.9224     0.957861
       5624.9599     0.953963
       5624.9975     0.988843
       5625.0350     0.999411
       5625.0725     0.996636
       5625.1100      1.00227
       5625.1476      1.00757
       5625.1851     0.989463
       5625.2226     0.964053
       5625.2602     0.945221
       5625.2977     0.915430
       5625.3352     0.942208
       5625.3727     0.969583
       5625.4103      1.00388
       5625.4478     0.982656
       5625.4853     0.971791
       5625.5229      1.01799
       5625.5604      1.02947
       5625.5979      1.01794
       5625.6354      1.03625
       5625.6730     0.996584
       5625.7105     0.936730
       5625.7480     0.985313
       5625.7856     0.973773
       5625.8231     0.986274
       5625.8606      1.01564
       5625.8982      1.00794
       5625.9357      1.01532
       5625.9732      1.02946
       5626.0108      1.02809
       5626.0483      1.01949
       5626.0858      1.00926
       5626.1234      1.03880
       5626.1609      1.00310
       5626.1984     0.983090
       5626.2360      1.00237
       5626.2735      1.02836
       5626.3110      1.02826
       5626.3486      1.01439
       5626.3861      1.03641
       5626.4236      1.02874
       5626.4612     0.962905
       5626.4987     0.973759
       5626.5362      1.01503
       5626.5738      1.01512
       5626.6113     0.953653
       5626.6488     0.938134
       5626.6864     0.987603
       5626.7239     0.997285
       5626.7615     0.982881
       5626.7990      1.01916
       5626.8365      1.03715
       5626.8741      1.00779
       5626.9116     0.990263
       5626.9492     0.989679
       5626.9867     0.986368
       5627.0242     0.995511
       5627.0618      1.01674
       5627.0993      1.01519
       5627.1369      1.03170
       5627.1744      1.04011
       5627.2119      1.03721
       5627.2495      1.04495
       5627.2870      1.01276
       5627.3246      1.01318
       5627.3621      1.07174
       5627.3996      1.06738
       5627.4372      1.01873
       5627.4747     0.994360
       5627.5123      1.01045
       5627.5498      1.03759
       5627.5874      1.03804
       5627.6249      1.01173
       5627.6624     0.957093
       5627.7000     0.942795
       5627.7375     0.955906
       5627.7751     0.959238
       5627.8126     0.985961
       5627.8502     0.995854
       5627.8877      1.00650
       5627.9252      1.02255
       5627.9628      1.05530
       5628.0003      1.06282
       5628.0379      1.02413
       5628.0754     0.995523
       5628.1130     0.978479
       5628.1505     0.975327
       5628.1881     0.976672
       5628.2256      1.02231
       5628.2632     0.996045
       5628.3007     0.980686
       5628.3383     0.994792
       5628.3758     0.990171
       5628.4134      1.02253
       5628.4509      1.01861
       5628.4885      1.03404
       5628.5260      1.01431
       5628.5636      1.01649
       5628.6011      1.01651
       5628.6387      1.01376
       5628.6762      1.02925
       5628.7138      1.03970
       5628.7513      1.02151
       5628.7889     0.999885
       5628.8264     0.979174
       5628.8640     0.973332
       5628.9015      1.00889
       5628.9391      1.02954
       5628.9766      1.03825
       5629.0142      1.00667
       5629.0517      1.00509
       5629.0893      1.03070
       5629.1268      1.00568
       5629.1644     0.989587
       5629.2019      1.01469
       5629.2395     0.985890
       5629.2770     0.983263
       5629.3146      1.06295
       5629.3522      1.05386
       5629.3897      1.01261
       5629.4273      1.01346
       5629.4648     0.997011
       5629.5024     0.986451
       5629.5399     0.992793
       5629.5775     0.995857
       5629.6150     0.981535
       5629.6526     0.957839
       5629.6902     0.950235
       5629.7277     0.965751
       5629.7653     0.991745
       5629.8028     0.993705
       5629.8404     0.984618
       5629.8780     0.962679
       5629.9155      1.01746
       5629.9531      1.07943
       5629.9906      1.07937
       5630.0282      1.04691
       5630.0657      1.02777
       5630.1033      1.02583
       5630.1409      1.00175
       5630.1784      1.00045
       5630.2160      1.02811
       5630.2536     0.997442
       5630.2911     0.975552
       5630.3287     0.986349
       5630.3662     0.996101
       5630.4038     0.982909
       5630.4414     0.963947
       5630.4789     0.989172
       5630.5165      1.03285
       5630.5540      1.01136
       5630.5916     0.983838
       5630.6292     0.977546
       5630.6667     0.981484
       5630.7043     0.996277
       5630.7419      1.01906
       5630.7794     0.989210
       5630.8170      1.01908
       5630.8546      1.03913
       5630.8921      1.01252
       5630.9297      1.02245
       5630.9673      1.02509
       5631.0048     0.995306
       5631.0424     0.975421
       5631.0800     0.965706
       5631.1175      1.01782
       5631.1551      1.01109
       5631.1927     0.991750
       5631.2302      1.01644
       5631.2678      1.02660
       5631.3054      1.02558
       5631.3429      1.00922
       5631.3805     0.962693
       5631.4181     0.937389
       5631.4556     0.995844
       5631.4932      1.02884
       5631.5308      1.02579
       5631.5683     0.985898
       5631.6059      1.01798
       5631.6435      1.00023
       5631.6811      1.02238
       5631.7186      1.00933
       5631.7562      1.00289
       5631.7938      1.04246
       5631.8313      1.06856
       5631.8689      1.06196
       5631.9065      1.02000
       5631.9440     0.966613
       5631.9816     0.959614
       5632.0192     0.982227
       5632.0568     0.987656
       5632.0943     0.997001
       5632.1319      1.03780
       5632.1695      1.06104
       5632.2071      1.02233
       5632.2446     0.991556
       5632.2822     0.983512
       5632.3198     0.991361
       5632.3574     0.990380
       5632.3949      1.00295
       5632.4325     0.994593
       5632.4701     0.991355
       5632.5077      1.00002
       5632.5452      1.03651
       5632.5828      1.01971
       5632.6204     0.982787
       5632.6580     0.983310
       5632.6955     0.999705
       5632.7331     0.988934
       5632.7707     0.970950
       5632.8083     0.976206
       5632.8459      1.00015
       5632.8834      1.02815
       5632.9210      1.02543
       5632.9586     0.996606
       5632.9962      1.01585
       5633.0338      1.02988
       5633.0713     0.959474
       5633.1089     0.964545
       5633.1465      1.01230
       5633.1841     0.993613
       5633.2217     0.932427
       5633.2592     0.973517
       5633.2968      1.01172
       5633.3344     0.985046
       5633.3720     0.986583
       5633.4096      1.02603
       5633.4471      1.00899
       5633.4847      1.02708
       5633.5223      1.01631
       5633.5599     0.970969
       5633.5975     0.939379
       5633.6351     0.951757
       5633.6726     0.982593
       5633.7102     0.997547
       5633.7478     0.996621
       5633.7854     0.977183
       5633.8230     0.947613
       5633.8606     0.963793
       5633.8981      1.00179
       5633.9357      1.00096
       5633.9733      1.01228
       5634.0109     0.970848
       5634.0485     0.962305
       5634.0861     0.987136
       5634.1237      1.02045
       5634.1613      1.01610
       5634.1988      1.00327
       5634.2364     0.991202
       5634.2740      1.01225
       5634.3116      1.02195
       5634.3492     0.977832
       5634.3868     0.985957
       5634.4244      1.00863
       5634.4620     0.995173
       5634.4995     0.976234
       5634.5371     0.985185
       5634.5747      1.01978
       5634.6123      1.05270
       5634.6499      1.06142
       5634.6875      1.03328
       5634.7251     0.973092
       5634.7627     0.959898
       5634.8003      1.00718
       5634.8379      1.01373
       5634.8755      1.00460
       5634.9130      1.00813
       5634.9506      1.02537
       5634.9882      1.00590
       5635.0258     0.990890
       5635.0634     0.954189
       5635.1010     0.993016
       5635.1386      1.00592
       5635.1762     0.994614
       5635.2138      1.00198
       5635.2514      1.04986
       5635.2890      1.07449
       5635.3266      1.04622
       5635.3642      1.02550
       5635.4018      1.02844
       5635.4394      1.00962
       5635.4770     0.984071
       5635.5145     0.988770
       5635.5521      1.00026
       5635.5897      1.00017
       5635.6273     0.987826
       5635.6649     0.993087
       5635.7025      1.00489
       5635.7401     0.995236
       5635.7777     0.985880
       5635.8153      1.02539
       5635.8529      1.07573
       5635.8905      1.05701
       5635.9281      1.01573
       5635.9657     0.990061
       5636.0033     0.974443
       5636.0409     0.976603
       5636.0785      1.01019
       5636.1161      1.03333
       5636.1537      1.00073
       5636.1913     0.986438
       5636.2289      1.01674
       5636.2665      1.01593
       5636.3041     0.994144
       5636.3417     0.953478
       5636.3793     0.982869
       5636.4169     0.961747
       5636.4545     0.953294
       5636.4921     0.942729
       5636.5297     0.926576
       5636.5673     0.931949
       5636.6049     0.939866
       5636.6425     0.895805
       5636.6801     0.891493
       5636.7178     0.917323
       5636.7554     0.938945
       5636.7930     0.945691
       5636.8306     0.943978
       5636.8682     0.949659
       5636.9058     0.988862
       5636.9434      1.03269
       5636.9810      1.01553
       5637.0186     0.993092
       5637.0562      1.01771
       5637.0938      1.01851
       5637.1314      1.00268
       5637.1690      1.01570
       5637.2066      1.00794
       5637.2442     0.973289
       5637.2818     0.977974
       5637.3195     0.996201
       5637.3571      1.01289
       5637.3947      1.03821
       5637.4323      1.05118
       5637.4699     0.975610
       5637.5075     0.987530
       5637.5451      1.02666
       5637.5827     0.984798
       5637.6203     0.957552
       5637.6579     0.997179
       5637.6955      1.02418
       5637.7332      1.01945
       5637.7708      1.01668
       5637.8084      1.00920
       5637.8460     0.993400
       5637.8836     0.987365
       5637.9212     0.985795
       5637.9588     0.970542
       5637.9964     0.952265
       5638.0341     0.980517
       5638.0717      1.02047
       5638.1093     0.988015
       5638.1469     0.983909
       5638.1845     0.981044
       5638.2221     0.940908
       5638.2597     0.955721
       5638.2973     0.990974
       5638.3350     0.987592
       5638.3726     0.953151
       5638.4102     0.984571
       5638.4478     0.983258
       5638.4854     0.948057
       5638.5230     0.982009
       5638.5607      1.01647
       5638.5983     0.991375
       5638.6359     0.989573
       5638.6735      1.01978
       5638.7111      1.02743
       5638.7487      1.01111
       5638.7864     0.973589
       5638.8240     0.953650
       5638.8616     0.985635
       5638.8992      1.02621
       5638.9368      1.01847
       5638.9745      1.00889
       5639.0121      1.02371
       5639.0497      1.01440
       5639.0873     0.994316
       5639.1249     0.986381
       5639.1626     0.987085
       5639.2002      1.00946
       5639.2378      1.02810
       5639.2754      1.00357
       5639.3130     0.968733
       5639.3507     0.957439
       5639.3883     0.944484
       5639.4259     0.969093
       5639.4635      1.00623
       5639.5011     0.999527
       5639.5388     0.983520
       5639.5764     0.991117
       5639.6140      1.00649
       5639.6516      1.01945
       5639.6893     0.989955
       5639.7269     0.981491
       5639.7645     0.997259
       5639.8021      1.00942
       5639.8398     0.990937
       5639.8774     0.982549
       5639.9150      1.00987
       5639.9526     0.996336
       5639.9903     0.992952
       5640.0279     0.978438
       5640.0655     0.945513
       5640.1031     0.962375
       5640.1408     0.982243
       5640.1784      1.00776
       5640.2160      1.02328
       5640.2536     0.999098
       5640.2913     0.968891
       5640.3289     0.981808
       5640.3665      1.00707
       5640.4042     0.995855
       5640.4418     0.973526
       5640.4794     0.970761
       5640.5170     0.970253
       5640.5547     0.990354
       5640.5923      1.03901
       5640.6299      1.04678
       5640.6676      1.02066
       5640.7052      1.03054
       5640.7428      1.03070
       5640.7805      1.01959
       5640.8181      1.03121
       5640.8557      1.04888
       5640.8934      1.05571
       5640.9310      1.03516
       5640.9686      1.00040
       5641.0063      1.01157
       5641.0439      1.02538
       5641.0815      1.02471
       5641.1192      1.02219
       5641.1568      1.02276
       5641.1944      1.01392
       5641.2321     0.993585
       5641.2697     0.985506
       5641.3073     0.988157
       5641.3450     0.981269
       5641.3826     0.985084
       5641.4202     0.972401
       5641.4579     0.978384
       5641.4955     0.985577
       5641.5331      1.01292
       5641.5708      1.01024
       5641.6084      1.02945
       5641.6460      1.02890
       5641.6837     0.987377
       5641.7213     0.975204
       5641.7590      1.00674
       5641.7966      1.01870
       5641.8342      1.01366
       5641.8719      1.03220
       5641.9095      1.01819
       5641.9472     0.983837
       5641.9848     0.971817
       5642.0224     0.983661
       5642.0601     0.986161
       5642.0977     0.980328
       5642.1353     0.985623
       5642.1730     0.984278
       5642.2106     0.983188
       5642.2483      1.00232
       5642.2859      1.02888
       5642.3236      1.05396
       5642.3612      1.00378
       5642.3988      1.02005
       5642.4365     0.998846
       5642.4741      1.02368
       5642.5118      1.01818
       5642.5494      1.00524
       5642.5871      1.00510
       5642.6247      1.00809
       5642.6623      1.02152
       5642.7000      1.00914
       5642.7376      1.02166
       5642.7753      1.00938
       5642.8129     0.992271
       5642.8506     0.995906
       5642.8882      1.00231
       5642.9259      1.00202
       5642.9635     0.978064
       5643.0011     0.958760
       5643.0388      1.00490
       5643.0764      1.04142
       5643.1141      1.03689
       5643.1517      1.01721
       5643.1894      1.00158
       5643.2270     0.972885
       5643.2647     0.949094
       5643.3023      1.00028
       5643.3400     0.988711
       5643.3776     0.965470
       5643.4153     0.983864
       5643.4529      1.01334
       5643.4906      1.01761
       5643.5282      1.01927
       5643.5659     0.966548
       5643.6035     0.987922
       5643.6412      1.00509
       5643.6788      1.00482
       5643.7165     0.995970
       5643.7541     0.969966
       5643.7918     0.978119
       5643.8294      1.00373
       5643.8671     0.988931
       5643.9047     0.999827
       5643.9424      1.02695
       5643.9800      1.00899
       5644.0177      1.00248
       5644.0553     0.988474
       5644.0930      1.02395
       5644.1306      1.01676
       5644.1683      1.00181
       5644.2059      1.03498
       5644.2436      1.00126
       5644.2813     0.978962
       5644.3189     0.968324
       5644.3566     0.989797
       5644.3942      1.01540
       5644.4319     0.997920
       5644.4695     0.976701
       5644.5072     0.987731
       5644.5448     0.987849
       5644.5825     0.976269
       5644.6202     0.977671
       5644.6578     0.976574
       5644.6955     0.961728
       5644.7331     0.954283
       5644.7708     0.969271
       5644.8084     0.985361
       5644.8461     0.985420
       5644.8838     0.977021
       5644.9214     0.955996
       5644.9591     0.985582
       5644.9967      1.03784
       5645.0344      1.06062
       5645.0721      1.04137
       5645.1097     0.976702
       5645.1474     0.965678
       5645.1850      1.01997
       5645.2227      1.03964
       5645.2604      1.02205
       5645.2980     0.979478
       5645.3357     0.987625
       5645.3733      1.01372
       5645.4110      1.03753
       5645.4487      1.03318
       5645.4863     0.997029
       5645.5240     0.990058
       5645.5617      1.02716
       5645.5993      1.05163
       5645.6370      1.03363
       5645.6746     0.994732
       5645.7123      1.02007
       5645.7500      1.03081
       5645.7876     0.997837
       5645.8253     0.983001
       5645.8630     0.980890
       5645.9006      1.00288
       5645.9383      1.01817
       5645.9760      1.02166
       5646.0136      1.02368
       5646.0513      1.01890
       5646.0890      1.01664
       5646.1266      1.02640
       5646.1643      1.03203
       5646.2020      1.03235
       5646.2396      1.01053
       5646.2773     0.978332
       5646.3150     0.977527
       5646.3526     0.994999
       5646.3903      1.00212
       5646.4280      1.01123
       5646.4656      1.02410
       5646.5033      1.02896
       5646.5410      1.00796
       5646.5787     0.963703
       5646.6163     0.984160
       5646.6540      1.03920
       5646.6917      1.00834
       5646.7293     0.986245
       5646.7670      1.03659
       5646.8047      1.04589
       5646.8423      1.03444
       5646.8800     0.996197
       5646.9177      1.01936
       5646.9554      1.03011
       5646.9930      1.01313
       5647.0307     0.997460
       5647.0684     0.994815
       5647.1061      1.01547
       5647.1437      1.02849
       5647.1814      1.02363
       5647.2191      1.00755
       5647.2567     0.989900
       5647.2944      1.00438
       5647.3321      1.02606
       5647.3698     0.989630
       5647.4074     0.970683
       5647.4451      1.00207
       5647.4828      1.02074
       5647.5205     0.999815
       5647.5582     0.995768
       5647.5958      1.00291
       5647.6335      1.02176
       5647.6712     0.994623
       5647.7089     0.976029
       5647.7465     0.974671
       5647.7842     0.980659
       5647.8219      1.02615
       5647.8596     0.996038
       5647.8973     0.964783
       5647.9349     0.972608
       5647.9726     0.982531
       5648.0103     0.970104
       5648.0480     0.981360
       5648.0856      1.01352
       5648.1233      1.01009
       5648.1610     0.982376
       5648.1987     0.979621
       5648.2364     0.998012
       5648.2741      1.00233
       5648.3117     0.991335
       5648.3494      1.00738
       5648.3871      1.01085
       5648.4248      1.02714
       5648.4625      1.04975
       5648.5001      1.00549
       5648.5378     0.940986
       5648.5755     0.952270
       5648.6132     0.982137
       5648.6509     0.971711
       5648.6886      1.01008
       5648.7262      1.01443
       5648.7639     0.985057
       5648.8016     0.985195
       5648.8393     0.998969
       5648.8770      1.00419
       5648.9147      1.02582
       5648.9524      1.03274
       5648.9900      1.00454
       5649.0277     0.987537
       5649.0654     0.990756
       5649.1031     0.997543
       5649.1408     0.996656
       5649.1785     0.973731
       5649.2162     0.981728
       5649.2538     0.981147
       5649.2915      1.02307
       5649.3292      1.04627
       5649.3669     0.989633
       5649.4046      1.02801
       5649.4423      1.02486
       5649.4800      1.02403
       5649.5177      1.00065
       5649.5554      1.03223
       5649.5930      1.01185
       5649.6307      1.01628
       5649.6684     0.991322
       5649.7061     0.987786
       5649.7438      1.01051
       5649.7815     0.998349
       5649.8192     0.993981
       5649.8569     0.991575
       5649.8946     0.989777
       5649.9323      1.01832
       5649.9700     0.996817
       5650.0077     0.997861
       5650.0453      1.00596
       5650.0830      1.02312
       5650.1207      1.03063
       5650.1584      1.00278
       5650.1961     0.990094
       5650.2338     0.957252
       5650.2715     0.948303
       5650.3092     0.968852
       5650.3469     0.978866
       5650.3846     0.991255
       5650.4223     0.996834
       5650.4600      1.02237
       5650.4977      1.00879
       5650.5354     0.998919
       5650.5731      1.00917
       5650.6108      1.02261
       5650.6485      1.02867
       5650.6862      1.01532
